Award_ID,Contract_Number,Award_Date,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Vendor_Name,Vendor_UEI,Vendor_Size,Socioeconomic_Category,Category,NAICS_Code,NAICS_Description,PSC_Code,Contract_Type,Competition_Type,Set_Aside_Type,Number_of_Offers_Received,Award_Amount,Period_of_Performance_Start,Period_of_Performance_End,Period_of_Performance_Months
AWD-002045,36C139164N533,2019-09-23,2019,13,VISN 13 Medical Center Main,Network Contracting Office (NCO) 5,Apex Associates,WW6UR8NLT2FF,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Labor Hour,Sole Source,Full and Open (No Set-Aside),1,623567.44,2019-10-12,2022-10-10,36
AWD-002046,36C015163M611,2025-03-02,2025,1,VISN 1 Medical Center North,Denver Acquisition and Logistics Center (DALC),Unity Industries,6M2ZGN3ZC5V8,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,362129.02,2025-03-30,2028-03-28,36
AWD-002047,36C069736V232,2025-01-29,2025,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 3,Atlas Federal Services,5QYVBHE9UNAS,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,1965194.82,2025-02-06,2027-02-05,24
AWD-002048,36C091037H414,2022-04-04,2022,9,VISN 9 Medical Center West,SAO West,Patriot Inc.,KA92MRW3SRH8,Other Than Small Business,N/A,IT Services,541519,Other Computer Related Services,D307,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),10,2179706.35,2022-04-28,2022-10-27,6
AWD-002049,36C129193C997,2022-05-13,2022,12,VISN 12 Medical Center Main,SAO East,Cornerstone Group,89M99SSC9N9K,Small Business,8(a),Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Firm Fixed Price,Set-Aside,8(a),3,62557.84,2022-06-07,2025-06-05,36
AWD-002050,36C085132J476,2020-10-07,2021,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 11,Keystone Federal Services,SB726W5L8DR2,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q401,IDIQ,Limited Competition,Full and Open (No Set-Aside),5,158982.78,2020-10-11,2024-10-09,48
AWD-002051,36C121122X472,2026-02-25,2026,12,VISN 12 Medical Center North,SAO East,Vertex Federal Services,VQQKZ7NJA7QU,Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,211437.03,2026-03-06,2028-03-04,24
AWD-002052,36C088109R162,2020-12-14,2021,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 12,Cornerstone Group,PWDJQL6RWFYA,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q301,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),3,230512.64,2021-01-11,2022-01-10,12
AWD-002053,36C121715C161,2023-01-20,2023,12,VISN 12 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Horizon Partners,AGQU5EX5GCWF,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Z1AA,IDIQ,Sole Source,Full and Open (No Set-Aside),1,3302988.78,2023-02-03,2023-08-04,6
AWD-002054,36C099678Q618,2024-09-14,2024,9,VISN 9 Medical Center South,SAO East,Legacy Industries,RP8R8ZLA7P9C,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Blanket Purchase Agreement (BPA),Sole Source,Full and Open (No Set-Aside),1,218245.7,2024-09-30,2025-09-29,12
AWD-002055,36C101854R983,2021-07-07,2021,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 13,Horizon Technologies,LY6N26Y8VXS2,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Blanket Purchase Agreement (BPA),Full and Open,Full and Open (No Set-Aside),8,634374.09,2021-07-14,2023-07-13,24
AWD-002056,36C128150T690,2020-05-12,2020,12,VISN 12 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Summit Solutions,X9G5FEHNUNQA,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),3,62683.01,2020-06-04,2025-06-02,60
AWD-002057,36C027848S271,2021-04-03,2021,2,VISN 2 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Meridian Inc.,QQNL7XZH4LKC,Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,IDIQ,Sole Source,Full and Open (No Set-Aside),1,569863.47,2021-04-28,2026-04-26,60
AWD-002058,36C093932F669,2020-07-22,2020,9,VISN 9 Medical Center North,SAO East,Precision Partners,D94339HSG6KT,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,F002,IDIQ,Full and Open,Full and Open (No Set-Aside),5,422032.92,2020-08-02,2022-08-01,24
AWD-002059,36C042459J709,2021-08-27,2021,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 12,Legacy Inc.,38BGNUZ94MJP,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,72188.76,2021-09-10,2026-09-08,60
AWD-002060,36C017075G920,2024-07-16,2024,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 1,Patriot Technologies,F82JTBSBMPBL,Small Business,N/A,Facilities Management,561720,Janitorial Services,S214,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),6,742729.61,2024-07-16,2025-07-15,12
AWD-002061,36C147083Y161,2019-04-18,2019,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 18,Beacon Partners,274GGAQGXR4W,Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R425,Labor Hour,Set-Aside,Full and Open (No Set-Aside),2,44583.1,2019-05-13,2019-11-11,6
AWD-002062,36C113960F276,2023-01-18,2023,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 1,Beacon Enterprises,8T3NKBUNXSNE,Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Firm Fixed Price,Set-Aside,Small Business,5,79164.56,2023-02-09,2024-02-08,12
AWD-002063,36C051865K938,2025-03-19,2025,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 6,Vertex Industries,TFZ2V9WDYGJJ,Other Than Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,14353.88,2025-04-10,2027-04-09,24
AWD-002064,36C038191V856,2025-06-02,2025,3,VISN 3 Medical Center North,Network Contracting Office (NCO) 2,Liberty Solutions,X42XHD4APX65,Small Business,8(a),Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Labor Hour,Set-Aside,8(a),2,672902.99,2025-06-03,2030-06-01,60
AWD-002065,36C133936D194,2023-02-20,2023,13,VISN 13 Medical Center South,Network Contracting Office (NCO) 1,Patriot LLC,H9PGVXPS79DT,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),1,2470743.59,2023-03-06,2023-09-04,6
AWD-002066,36C041507O504,2024-03-29,2024,4,VISN 4 Medical Center South,Network Contracting Office (NCO) 5,Patriot Technologies,QD4N92AHG7ZK,Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Firm Fixed Price,Set-Aside,Small Business,4,595583.8,2024-04-15,2026-04-14,24
AWD-002067,36C087689T985,2025-03-09,2025,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 16,Frontier Systems,YHS8EMQRFP2G,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,F002,Time and Materials,Full and Open,Full and Open (No Set-Aside),10,119723.51,2025-03-31,2026-03-30,12
AWD-002068,36C049148S630,2020-06-15,2020,4,VISN 4 Medical Center Main,Network Contracting Office (NCO) 7,Vertex Consulting,SFKMXCSG24W9,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,351313.84,2020-06-27,2023-06-26,36
AWD-002069,36C098935H538,2025-11-11,2026,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 1,Meridian Inc.,ZFTTMTHRXZFM,Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Blanket Purchase Agreement (BPA),Sole Source,Full and Open (No Set-Aside),1,1645579.3,2025-11-29,2026-11-28,12
AWD-002070,36C043937D218,2019-12-20,2020,4,VISN 4 Medical Center South,SAO East,Summit Industries,7GERNVWT9EYB,Small Business,SDVOSB,IT Services,518210,"Data Processing, Hosting, and Related Services",D316,Labor Hour,Set-Aside,SDVOSB,2,4713137.27,2020-01-09,2024-01-07,48
AWD-002071,36C019678A277,2019-09-27,2019,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 5,Cornerstone LLC,PGQUXJMTDUWG,Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,1247454.2,2019-10-14,2020-10-12,12
AWD-002072,36C041845J407,2022-06-20,2022,4,VISN 4 Medical Center South,Network Contracting Office (NCO) 16,Cornerstone Systems,VHZRN47XTYDZ,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Y1AA,Cost Plus Fixed Fee,Sole Source,Full and Open (No Set-Aside),1,6592966.61,2022-07-14,2024-07-12,24
AWD-002073,36C087380Z364,2023-06-19,2023,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 18,Meridian Group,RWH9L26PCUZN,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,IDIQ,Full and Open,Full and Open (No Set-Aside),2,1424056.83,2023-07-06,2027-07-04,48
AWD-002074,36C026856W375,2024-05-14,2024,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 18,Precision Federal Services,CAZA32XZW4TH,Small Business,SDVOSB,Construction,236220,Commercial Building Construction,Y1AA,Blanket Purchase Agreement (BPA),Set-Aside,SDVOSB,3,619145.56,2024-06-05,2027-06-04,36
AWD-002075,36C038877M903,2024-11-23,2025,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 2,Vertex Partners,KRE2T9EX4X6F,Other Than Small Business,N/A,Security Services,561612,Security Guards and Patrol Services,S206,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,201784.08,2024-12-02,2026-12-01,24
AWD-002076,36C107426N355,2023-08-10,2023,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 5,Liberty Solutions,XQMWBB6BW47P,Small Business,SDVOSB,Facilities Management,561720,Janitorial Services,S214,Firm Fixed Price,Set-Aside,SDVOSB,1,190272.63,2023-08-12,2024-08-10,12
AWD-002077,36C091972L855,2023-08-05,2023,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 3,Frontier Technologies,EGNRAF9JRZBP,Small Business,8(a),Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Firm Fixed Price,Set-Aside,8(a),4,362596.93,2023-08-06,2025-08-04,24
AWD-002078,36C073245E985,2025-06-12,2025,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 17,Anchor LLC,SAQFMYHSVNR2,Small Business,N/A,IT Services,518210,"Data Processing, Hosting, and Related Services",D302,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,320233.67,2025-07-04,2026-07-03,12
AWD-002079,36C116759J816,2019-10-30,2020,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 1,Atlas Solutions,KGBCPWP7BR77,Small Business,N/A,IT Services,518210,"Data Processing, Hosting, and Related Services",D307,Cost Plus Fixed Fee,Limited Competition,Full and Open (No Set-Aside),2,93726.56,2019-11-29,2020-05-29,6
AWD-002080,36C057756J314,2020-05-28,2020,5,VISN 5 Medical Center South,Technology Acquisition Center (TAC),Vanguard Solutions,FLQUTVXPHYFM,Small Business,SDVOSB,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Firm Fixed Price,Set-Aside,SDVOSB,2,887375.17,2020-06-21,2023-06-20,36
AWD-002081,36C084682S517,2022-07-22,2022,8,VISN 8 Medical Center Main,SAO East,Apex Solutions,J2YC2H5MEJEB,Small Business,HUBZone,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Time and Materials,Set-Aside,HUBZone,5,142714.29,2022-08-17,2023-08-16,12
AWD-002082,36C125253N890,2026-03-16,2026,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 2,Vertex Federal Services,PB2X7TTXUPM5,Other Than Small Business,N/A,Security Services,561612,Security Guards and Patrol Services,S206,IDIQ,Sole Source,Full and Open (No Set-Aside),1,174484.91,2026-03-29,2029-03-27,36
AWD-002083,36C147510W182,2019-10-31,2020,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 3,Apex Industries,56ABWAHG77JL,Small Business,N/A,Food Service,722320,Caterers,8940,Firm Fixed Price,Set-Aside,Small Business,8,94067.18,2019-11-07,2021-11-05,24
AWD-002084,36C105906Z488,2024-01-18,2024,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 2,Legacy Enterprises,CWV5MBRKA64M,Other Than Small Business,N/A,Construction,237990,Other Heavy and Civil Engineering Construction,Z1AA,Time and Materials,Set-Aside,Full and Open (No Set-Aside),2,293590.75,2024-01-23,2027-01-21,36
AWD-002085,36C088919U151,2024-03-23,2024,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 10,Atlas Industries,EPR8933WVYJV,Small Business,8(a),Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Labor Hour,Set-Aside,8(a),4,54020.93,2024-04-11,2026-04-10,24
AWD-002086,36C149875O503,2024-10-20,2025,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 18,Beacon Systems,ALUHGDL6DA7S,Small Business,N/A,IT Services,541512,Computer Systems Design Services,D316,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),4,1355823.78,2024-10-26,2028-10-24,48
AWD-002087,36C021823E639,2022-11-12,2023,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 3,Cornerstone Systems,E5CMP522P5HD,Other Than Small Business,N/A,IT Services,541519,Other Computer Related Services,D302,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,133759.22,2022-12-05,2023-12-04,12
AWD-002088,36C021705A391,2020-06-09,2020,2,VISN 2 Medical Center North,Technology Acquisition Center (TAC),Cornerstone Technologies,PV42LJEUZN8R,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q301,Time and Materials,Full and Open,Full and Open (No Set-Aside),1,1556920.6,2020-06-13,2022-06-12,24
AWD-002089,36C155440J503,2025-03-08,2025,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 11,Liberty Federal Services,DBXAYPPXA4ZJ,Small Business,VOSB,IT Services,541519,Other Computer Related Services,D307,Firm Fixed Price,Set-Aside,VOSB,3,344559.62,2025-03-13,2027-03-12,24
AWD-002090,36C034300L508,2026-03-05,2026,3,VISN 3 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Legacy Group,DSZGZCZNQGUM,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Blanket Purchase Agreement (BPA),Limited Competition,Full and Open (No Set-Aside),4,185019.64,2026-03-19,2027-03-18,12
AWD-002091,36C106036B792,2025-08-04,2025,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 10,Apex Associates,QCPBB4FUXDG5,Small Business,WOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Firm Fixed Price,Set-Aside,WOSB,7,3630027.94,2025-09-03,2026-03-04,6
AWD-002092,36C095262Q870,2021-01-15,2021,9,VISN 9 Medical Center East,Network Contracting Office (NCO) 1,Liberty Group,KDKUVM7UWDWW,Other Than Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Time and Materials,Full and Open,Full and Open (No Set-Aside),4,78576.08,2021-02-06,2022-02-05,12
AWD-002093,36C035834R633,2020-06-12,2020,3,VISN 3 Medical Center North,Network Contracting Office (NCO) 7,Pinnacle Federal Services,9AVWNVQNZ3DR,Small Business,HUBZone,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Firm Fixed Price,Set-Aside,HUBZone,5,888218.91,2020-07-02,2021-07-01,12
AWD-002094,36C137218G228,2023-11-08,2024,13,VISN 13 Medical Center Main,Network Contracting Office (NCO) 18,Pinnacle Group,AJVTLGTZ7ZFH,Small Business,WOSB,Transportation,485991,Special Needs Transportation,V231,Firm Fixed Price,Set-Aside,WOSB,7,115538.64,2023-11-26,2025-11-24,24
AWD-002095,36C078376O324,2024-08-21,2024,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 3,Liberty Systems,3CZPWE4ERDYA,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),1,706651.8,2024-09-07,2026-09-06,24
AWD-002096,36C128540U298,2019-08-15,2019,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 9,Horizon Technologies,QMTE47Q9BSUN,Small Business,N/A,Transportation,492110,Couriers and Express Delivery Services,V119,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,435531.96,2019-09-07,2024-09-04,60
AWD-002097,36C149926Y110,2020-05-23,2020,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 12,Beacon Inc.,8DKR3XX2RP8E,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Z1AA,IDIQ,Full and Open,Full and Open (No Set-Aside),4,2966972.51,2020-06-19,2021-06-18,12
AWD-002098,36C123939S883,2024-10-23,2025,12,VISN 12 Medical Center North,SAO West,Guardian LLC,57RTDSW7PW26,Small Business,N/A,Security Services,561612,Security Guards and Patrol Services,S206,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,74049.65,2024-10-23,2025-10-22,12
AWD-002099,36C074593S631,2020-09-18,2020,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 15,Vanguard Consulting,VPAC4UCKYJKS,Small Business,SDVOSB,Medical/Clinical Services,621111,Offices of Physicians,Q301,Firm Fixed Price,Set-Aside,SDVOSB,4,203594.25,2020-10-16,2022-10-15,24
AWD-002100,36C151302R750,2022-05-30,2022,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 11,Guardian Enterprises,9MW2VBMYD569,Small Business,8(a),IT Services,541512,Computer Systems Design Services,D316,Firm Fixed Price,Set-Aside,8(a),3,287290.02,2022-06-07,2025-06-05,36
AWD-002101,36C034065I674,2020-11-05,2021,3,VISN 3 Medical Center East,Technology Acquisition Center (TAC),Anchor Enterprises,7YG6EY49PR87,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,42477.89,2020-12-05,2024-12-03,48
AWD-002102,36C155473G134,2020-10-25,2021,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 3,Vanguard Group,RU4VCM8GSXEW,Small Business,SDVOSB,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Blanket Purchase Agreement (BPA),Set-Aside,SDVOSB,2,855150.99,2020-11-04,2022-11-03,24
AWD-002103,36C113742M647,2022-08-14,2022,11,VISN 11 Medical Center Main,National Acquisition Center (NAC),Sterling Federal Services,YREQ89MCWQ5Z,Small Business,N/A,IT Services,518210,"Data Processing, Hosting, and Related Services",D316,Blanket Purchase Agreement (BPA),Full and Open,Full and Open (No Set-Aside),4,304738.41,2022-09-04,2025-09-02,36
AWD-002104,36C126415Y139,2021-07-12,2021,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 14,Liberty Industries,VSB2Q8DEX7HB,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,343199.69,2021-07-27,2024-07-25,36
AWD-002105,36C131809C708,2022-11-18,2023,13,VISN 13 Medical Center Main,Network Contracting Office (NCO) 7,Precision Group,GNAWYCZMBV29,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,159722.31,2022-11-26,2023-11-25,12
