Record_ID,Fiscal_Year,VISN,Category,NAICS_Code,PSC_Code,Contract_Type,Set_Aside_Type,Competition_Type,Vendor_Size,Socioeconomic_Category,Estimated_Value,Number_of_Offers_Received,Incumbent_Present,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Prior_Year_Spend_Same_Requirement,Award_Amount,Days_to_Award,Small_Business_Award,Protest_Filed,On_Time_Award
MODEL-002253,2026,2,IT Services,541512,D307,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,882344.83,1,No,5,70,43,0.0,812499.14,89,1,0,1
MODEL-002254,2024,2,Medical Equipment,339112,6525,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,167535.33,5,Yes,7,48,86,132540.97,163336.99,87,1,0,1
MODEL-002255,2023,8,Professional Services,541611,R408,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,53749.06,3,Yes,3,42,80,57662.93,55655.35,30,0,0,1
MODEL-002256,2024,2,Facilities Management,561210,S214,IDIQ,Small Business,Set-Aside,Small Business,N/A,480585.11,1,Yes,4,27,52,482537.85,422316.48,70,1,0,1
MODEL-002257,2026,2,Facilities Management,561720,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,55719.23,3,Yes,3,57,53,45180.14,66557.36,48,1,0,1
MODEL-002258,2022,11,Medical Equipment,423450,6525,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,599471.05,5,Yes,5,73,98,614848.06,612303.13,91,0,1,1
MODEL-002259,2021,3,IT Services,541512,D302,Firm Fixed Price,HUBZone,Set-Aside,Other Than Small Business,HUBZone,231283.45,4,No,4,44,71,0.0,208329.16,72,1,0,1
MODEL-002260,2023,11,Medical Equipment,339112,6525,Blanket Purchase Agreement (BPA),HUBZone,Set-Aside,Small Business,HUBZone,392334.56,7,Yes,4,51,5,501372.84,445464.58,68,1,0,1
MODEL-002261,2026,16,Professional Services,541990,R425,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,330346.4,2,No,6,65,65,0.0,356401.59,93,1,0,1
MODEL-002262,2024,17,Medical/Clinical Services,622110,Q401,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),91975.43,6,No,6,49,32,0.0,97122.62,126,1,0,0
MODEL-002263,2026,18,Medical Equipment,423450,6515,IDIQ,WOSB,Set-Aside,Small Business,WOSB,6223429.64,10,No,6,43,49,0.0,7743855.1,129,1,0,0
MODEL-002264,2024,9,Pharmaceuticals,325412,6508,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,296754.71,3,No,7,43,58,0.0,273946.38,105,1,0,1
MODEL-002265,2025,5,Medical Equipment,423450,6525,IDIQ,Small Business,Set-Aside,Small Business,N/A,167346.74,11,Yes,8,5,53,201603.85,165692.69,97,1,0,1
MODEL-002266,2024,15,IT Services,518210,D316,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,1410893.64,5,No,4,48,80,0.0,1410457.83,82,0,0,1
MODEL-002267,2024,5,Facilities Management,561210,S214,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,83087.66,5,Yes,3,40,73,75667.9,84815.53,45,1,0,1
MODEL-002268,2023,16,Professional Services,541611,R408,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,74919.25,3,No,6,26,7,0.0,70314.5,99,1,0,1
MODEL-002269,2021,17,Food Service,311423,8940,Labor Hour,Small Business,Set-Aside,Small Business,N/A,914226.13,3,No,3,33,63,0.0,820949.51,71,1,0,1
MODEL-002270,2023,8,Facilities Management,561720,S214,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,142132.15,2,Yes,6,52,46,106113.79,146013.93,102,0,0,0
MODEL-002271,2025,4,IT Services,518210,D307,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,334161.38,7,Yes,3,43,42,393676.11,355268.58,63,1,0,1
MODEL-002272,2025,17,Construction,236220,Z1AA,Firm Fixed Price,8(a),Set-Aside,Other Than Small Business,8(a),390341.6,5,No,3,70,92,0.0,384149.49,60,1,0,1
MODEL-002273,2021,8,Pharmaceuticals,325412,6508,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,2941287.79,3,Yes,6,30,38,2267411.92,3047208.34,75,1,0,1
MODEL-002274,2023,6,IT Services,518210,D316,IDIQ,VOSB,Set-Aside,Small Business,VOSB,3265557.68,1,Yes,6,59,44,3962437.06,3817927.7,86,1,0,1
MODEL-002275,2023,1,Construction,236220,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,2466264.71,4,No,7,25,28,0.0,1902224.74,107,1,0,1
MODEL-002276,2021,5,Medical Equipment,423450,6520,Time and Materials,HUBZone,Set-Aside,Small Business,HUBZone,1384783.74,5,Yes,5,58,61,1104674.13,1256941.85,74,1,0,1
MODEL-002277,2024,15,Medical Equipment,339112,6525,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,815819.28,4,No,5,38,94,0.0,756522.96,60,1,0,1
MODEL-002278,2021,2,Food Service,722320,F002,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,231821.16,2,Yes,6,77,67,220614.95,204457.19,76,1,0,1
MODEL-002279,2022,1,Facilities Management,561210,S201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,91130.19,5,Yes,4,59,86,103378.63,84609.05,97,0,0,0
MODEL-002280,2024,4,Pharmaceuticals,325412,6508,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,331059.48,2,Yes,5,61,31,418810.7,311418.36,93,0,0,1
MODEL-002281,2026,15,Medical Equipment,339112,6525,IDIQ,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,101766.89,1,Yes,5,45,70,78160.56,112865.94,61,1,0,1
MODEL-002282,2025,8,Medical Equipment,339112,6525,Time and Materials,Small Business,Set-Aside,Small Business,N/A,1372512.98,4,No,6,36,65,0.0,1435404.03,82,1,0,1
MODEL-002283,2021,13,Construction,236220,Y1AA,IDIQ,WOSB,Set-Aside,Small Business,WOSB,13686102.16,7,Yes,6,66,63,16775843.64,17386037.1,133,1,0,0
MODEL-002284,2023,16,Food Service,311423,F002,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,353229.46,4,No,1,62,35,0.0,403397.51,64,0,0,0
MODEL-002285,2021,1,Medical/Clinical Services,622110,Q401,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,83850.5,5,Yes,3,27,52,104766.38,106394.23,68,1,0,1
MODEL-002286,2025,17,Facilities Management,561720,S201,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,157331.7,1,No,4,83,35,0.0,169001.04,60,0,0,1
MODEL-002287,2023,18,Professional Services,541611,R408,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,194803.95,3,Yes,7,67,43,142739.48,219400.45,93,0,0,1
MODEL-002288,2021,13,Pharmaceuticals,325412,6505,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,472894.2,6,Yes,5,5,21,360836.03,613891.66,93,1,0,1
MODEL-002289,2025,12,Medical/Clinical Services,621399,Q301,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,974200.56,1,Yes,7,39,58,1090528.05,965126.15,81,0,0,1
MODEL-002290,2025,2,Medical/Clinical Services,621399,Q401,Time and Materials,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,258476.9,8,No,1,33,68,0.0,207498.6,96,0,0,0
MODEL-002291,2021,11,Medical Equipment,339112,6515,IDIQ,VOSB,Set-Aside,Small Business,VOSB,759068.84,5,Yes,4,77,45,933370.39,671343.21,65,1,0,1
MODEL-002292,2026,9,Medical Equipment,339112,6520,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1168538.13,8,Yes,10,75,85,1272265.2,1238022.97,108,0,0,1
MODEL-002293,2022,11,Pharmaceuticals,446110,6508,IDIQ,Small Business,Set-Aside,Small Business,N/A,1584084.58,2,No,7,74,23,0.0,1367468.01,83,1,0,1
MODEL-002294,2022,10,Medical Equipment,339112,6525,Cost Plus Fixed Fee,VOSB,Set-Aside,Small Business,VOSB,743022.99,3,No,9,71,44,0.0,817976.51,112,1,0,1
MODEL-002295,2021,8,Medical Equipment,339112,6525,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,560585.39,6,No,5,50,123,0.0,562986.46,84,1,0,1
MODEL-002296,2026,12,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,76442.54,3,Yes,8,47,87,63264.63,91749.14,91,1,0,1
MODEL-002297,2021,7,Medical Equipment,423450,6520,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,1347033.04,6,Yes,4,28,40,1124251.54,1201080.64,72,1,1,1
MODEL-002298,2025,2,Medical Equipment,423450,6515,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,1368659.42,5,Yes,5,54,40,1279541.33,1379951.79,87,1,0,1
MODEL-002299,2022,4,Transportation,492110,V231,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,413392.57,5,No,4,44,50,0.0,433326.92,75,1,0,1
MODEL-002300,2025,2,Medical Equipment,423450,6515,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,331162.46,5,Yes,8,39,82,390252.74,359223.77,104,1,0,1
MODEL-002301,2022,2,Construction,237990,Z1AA,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,1736175.12,6,No,8,30,44,0.0,1869997.12,134,1,0,0
MODEL-002302,2025,15,Food Service,311423,F002,Blanket Purchase Agreement (BPA),8(a),Set-Aside,Small Business,8(a),162836.6,1,Yes,3,38,82,207005.65,144517.71,41,1,0,1
MODEL-002303,2023,7,Professional Services,541990,R408,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,22731.24,5,Yes,6,8,62,28114.09,22943.44,115,0,1,0
MODEL-002304,2021,5,Transportation,492110,V231,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,2195454.63,6,No,6,60,41,0.0,2281921.54,110,1,0,0
MODEL-002305,2023,6,Transportation,485991,V231,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,211514.82,2,Yes,5,36,40,258816.5,220839.78,70,1,1,1
MODEL-002306,2024,7,Pharmaceuticals,446110,6508,IDIQ,Small Business,Set-Aside,Small Business,N/A,476302.53,2,Yes,2,24,51,496887.9,458453.22,39,1,0,1
MODEL-002307,2021,10,Medical Equipment,339112,6520,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,695581.61,5,Yes,4,62,83,586069.44,589337.18,46,1,0,1
MODEL-002308,2025,9,IT Services,541512,D302,Time and Materials,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,1219584.0,1,Yes,9,65,73,1179338.22,1005286.7,73,0,0,1
MODEL-002309,2025,5,IT Services,541512,D307,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,1396241.66,7,No,8,52,55,0.0,1709977.56,109,1,0,1
MODEL-002310,2021,5,Facilities Management,561210,S214,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,231061.47,3,Yes,4,77,58,170395.07,208571.88,49,1,0,1
MODEL-002311,2023,2,Facilities Management,561720,S214,IDIQ,8(a),Set-Aside,Small Business,8(a),276321.29,3,Yes,6,42,69,358756.28,307400.17,61,1,0,1
MODEL-002312,2022,1,Facilities Management,561210,S214,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,70787.56,1,Yes,5,29,76,52935.21,80465.75,37,0,0,1
MODEL-002313,2022,7,Security Services,561612,S206,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,78445.18,4,No,4,30,59,0.0,66644.84,53,1,0,1
MODEL-002314,2022,3,Food Service,311423,8940,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,45295.76,2,No,5,43,89,0.0,48058.53,59,1,0,1
MODEL-002315,2023,15,Pharmaceuticals,325412,6505,IDIQ,WOSB,Set-Aside,Small Business,WOSB,463148.72,3,No,6,38,25,0.0,431143.33,76,1,0,1
MODEL-002316,2024,2,Pharmaceuticals,325412,6505,Blanket Purchase Agreement (BPA),VOSB,Set-Aside,Small Business,VOSB,1269900.69,3,Yes,6,30,78,1375316.37,1167624.39,66,1,0,1
MODEL-002317,2026,4,Transportation,485991,V119,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,63277.72,4,Yes,6,25,34,81324.72,67123.26,82,1,0,1
MODEL-002318,2025,5,Professional Services,541990,R408,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,384855.93,5,No,9,42,58,0.0,438317.5,115,1,0,1
MODEL-002319,2022,16,Pharmaceuticals,446110,6505,Blanket Purchase Agreement (BPA),VOSB,Set-Aside,Small Business,VOSB,166009.37,2,Yes,1,55,64,142324.61,177106.95,55,1,0,1
MODEL-002320,2023,9,Professional Services,541611,R408,Blanket Purchase Agreement (BPA),WOSB,Set-Aside,Small Business,WOSB,307575.01,6,No,2,45,26,0.0,342497.9,68,1,0,1
MODEL-002321,2023,11,Pharmaceuticals,446110,6508,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,149920.77,3,No,6,61,55,0.0,181236.31,91,0,0,1
MODEL-002322,2023,11,Professional Services,541990,R408,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,741307.72,2,No,6,34,64,0.0,862234.0,94,1,0,1
MODEL-002323,2022,16,Medical/Clinical Services,622110,Q401,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,886813.72,4,Yes,4,12,5,924340.6,807178.36,76,1,0,1
MODEL-002324,2021,18,Transportation,492110,V119,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),142286.43,2,Yes,4,22,34,121747.08,139896.04,46,1,0,1
MODEL-002325,2026,11,Medical/Clinical Services,621399,Q201,IDIQ,8(a),Set-Aside,Small Business,8(a),276629.11,4,Yes,5,59,52,337280.19,291281.05,65,0,0,1
MODEL-002326,2025,14,Construction,237990,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1058438.52,7,No,2,45,76,0.0,1082641.18,86,1,0,0
MODEL-002327,2021,15,Pharmaceuticals,325412,6508,IDIQ,8(a),Set-Aside,Small Business,8(a),671341.04,2,Yes,4,63,53,593342.98,711683.6,72,0,0,1
MODEL-002328,2025,7,Food Service,311423,F002,Blanket Purchase Agreement (BPA),HUBZone,Set-Aside,Small Business,HUBZone,104693.45,4,No,5,43,60,0.0,106640.98,86,1,0,1
MODEL-002329,2022,3,Medical/Clinical Services,621399,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,438540.41,3,No,5,49,43,0.0,472003.48,63,0,0,1
MODEL-002330,2022,4,Medical/Clinical Services,621399,Q201,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,900907.15,2,No,3,45,45,0.0,845979.73,65,0,0,1
MODEL-002331,2025,17,Medical/Clinical Services,622110,Q201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,254969.73,1,Yes,3,65,102,228345.6,279113.31,46,1,0,1
MODEL-002332,2025,5,Facilities Management,561720,S201,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,328017.58,3,Yes,6,58,57,360088.19,272521.57,70,1,0,1
MODEL-002333,2022,6,IT Services,541512,D316,Time and Materials,HUBZone,Set-Aside,Small Business,HUBZone,557358.92,2,Yes,3,16,47,640107.4,464631.31,38,1,0,1
MODEL-002334,2026,18,IT Services,518210,D316,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,495795.08,3,No,4,27,80,0.0,530678.59,93,0,0,0
MODEL-002335,2024,11,Construction,237990,Z1AA,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,2108282.56,3,Yes,7,20,50,2124826.12,2747645.82,102,0,0,1
MODEL-002336,2023,14,Medical/Clinical Services,621111,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,157165.48,2,No,4,11,41,0.0,136501.78,79,0,0,1
MODEL-002337,2022,12,Construction,236220,Y1AA,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,3534214.96,3,No,4,32,90,0.0,3452413.24,101,1,0,0
MODEL-002338,2025,9,Medical Equipment,423450,6520,Labor Hour,VOSB,Set-Aside,Small Business,VOSB,330833.75,5,No,6,57,62,0.0,305794.77,83,1,0,1
MODEL-002339,2022,18,IT Services,541512,D316,Labor Hour,VOSB,Set-Aside,Small Business,VOSB,405525.27,5,Yes,1,38,44,364813.19,361282.16,45,1,0,1
MODEL-002340,2026,17,Construction,237990,Z1AA,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,583008.02,2,Yes,3,60,46,624624.46,564395.85,62,1,0,1
MODEL-002341,2025,12,Pharmaceuticals,325412,6505,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,87647.94,4,Yes,2,53,85,77529.27,80785.23,70,1,0,1
MODEL-002342,2024,3,Facilities Management,561210,S214,IDIQ,VOSB,Set-Aside,Small Business,VOSB,171300.4,7,Yes,4,44,73,216892.42,143159.47,76,1,0,1
MODEL-002343,2022,6,IT Services,541519,D307,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,4475800.54,1,No,9,32,36,0.0,5372818.15,124,0,0,0
MODEL-002344,2025,12,Professional Services,541990,R425,Cost Plus Fixed Fee,HUBZone,Set-Aside,Small Business,HUBZone,953600.32,2,No,6,7,56,0.0,954869.12,105,1,0,0
MODEL-002345,2023,13,Medical/Clinical Services,622110,Q401,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,204281.86,8,Yes,3,69,34,213074.42,205879.65,51,1,0,1
MODEL-002346,2025,2,Medical/Clinical Services,621111,Q401,Time and Materials,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,194872.37,1,No,4,31,97,0.0,224699.76,79,0,0,1
MODEL-002347,2024,16,Medical Equipment,423450,6520,IDIQ,8(a),Set-Aside,Small Business,8(a),164656.13,2,Yes,5,13,56,120757.91,174063.33,56,1,0,1
MODEL-002348,2023,13,Construction,237990,Z1AA,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,8801576.42,5,Yes,7,43,20,9835817.16,7991377.14,140,1,0,0
MODEL-002349,2025,2,Food Service,722320,F002,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,11417.7,4,Yes,5,54,76,11916.49,10046.07,78,1,0,1
MODEL-002350,2021,11,Medical/Clinical Services,621111,Q401,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,321495.12,5,No,2,36,73,0.0,327698.1,83,1,0,0
MODEL-002351,2022,5,Medical Equipment,423450,6515,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,180063.67,4,Yes,4,5,74,187898.72,197539.81,72,0,0,1
MODEL-002352,2021,11,Medical/Clinical Services,621111,Q401,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,72132.67,5,Yes,8,31,81,83183.93,73865.17,88,1,0,1
MODEL-002353,2021,13,IT Services,518210,D302,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,497022.63,9,Yes,4,16,52,552466.68,574556.49,91,0,0,0
MODEL-002354,2025,15,Medical/Clinical Services,621399,Q301,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,320170.67,6,No,4,44,85,0.0,319473.55,98,0,0,0
MODEL-002355,2021,15,Pharmaceuticals,446110,6508,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,451157.28,1,No,1,79,64,0.0,419666.03,60,1,0,1
MODEL-002356,2023,6,Food Service,311423,8940,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,107006.61,8,Yes,7,38,63,110995.75,111227.92,99,1,0,1
MODEL-002357,2026,12,Pharmaceuticals,325412,6505,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1351417.17,6,No,6,56,37,0.0,1321480.9,124,0,1,0
MODEL-002358,2021,2,Pharmaceuticals,325412,6505,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,117384.3,1,No,9,77,108,0.0,111963.2,96,0,0,1
MODEL-002359,2026,15,Professional Services,541990,R408,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,448511.06,8,No,5,50,41,0.0,436832.36,94,1,0,0
MODEL-002360,2023,4,IT Services,541519,D307,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,984436.55,8,No,7,30,86,0.0,1127672.78,81,1,0,1
MODEL-002361,2023,4,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,943814.27,3,Yes,3,55,36,960001.76,1142891.75,89,0,1,0
MODEL-002362,2025,1,IT Services,541512,D307,Time and Materials,Small Business,Set-Aside,Other Than Small Business,N/A,1652518.65,4,Yes,8,50,118,1405039.58,1995606.03,100,1,0,1
MODEL-002363,2022,18,Pharmaceuticals,446110,6508,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,181051.2,4,Yes,4,34,66,184970.43,225859.59,91,1,0,0
MODEL-002364,2023,14,Construction,237990,Z1AA,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,7392235.66,1,No,10,47,43,0.0,9735431.95,135,0,0,0
MODEL-002365,2026,15,Facilities Management,561210,S201,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,450383.46,3,No,5,33,75,0.0,460054.19,82,1,0,1
MODEL-002366,2022,12,Construction,236220,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,3294457.29,2,No,10,16,50,0.0,3485920.05,126,1,0,1
MODEL-002367,2025,11,Medical Equipment,339112,6515,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,113199.75,6,No,4,65,22,0.0,112029.08,92,1,0,0
MODEL-002368,2022,6,Medical/Clinical Services,621399,Q201,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,39151.36,4,No,3,26,43,0.0,31048.2,62,1,0,1
MODEL-002369,2026,1,Pharmaceuticals,325412,6508,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,140017.15,6,Yes,5,44,59,116483.27,118656.63,96,1,0,0
MODEL-002370,2025,13,Medical Equipment,423450,6525,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,113670.1,2,No,4,52,59,0.0,122379.98,70,1,0,1
MODEL-002371,2022,9,Facilities Management,561720,S201,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,199797.91,5,Yes,4,62,53,210176.77,183183.16,70,1,0,1
MODEL-002372,2024,18,Medical Equipment,339112,6520,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Small Business,N/A,800895.11,4,No,2,55,61,0.0,918687.07,80,0,0,0
MODEL-002373,2022,11,IT Services,541519,D302,Time and Materials,Small Business,Set-Aside,Small Business,N/A,2087510.47,4,No,7,59,9,0.0,2415699.6,126,1,0,0
MODEL-002374,2025,11,Facilities Management,561720,S214,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,394867.01,4,Yes,4,40,46,369005.42,354069.33,92,0,0,0
MODEL-002375,2021,2,Pharmaceuticals,446110,6508,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,484654.62,1,No,5,47,51,0.0,570884.27,78,1,0,1
MODEL-002376,2025,13,Security Services,561612,S206,IDIQ,WOSB,Set-Aside,Small Business,WOSB,290246.18,4,Yes,5,57,108,240880.9,243006.54,57,1,1,1
MODEL-002377,2022,15,Medical/Clinical Services,622110,Q301,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,156472.2,5,No,5,47,153,0.0,157027.12,87,1,0,1
MODEL-002378,2021,10,Professional Services,541990,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,244174.78,2,Yes,6,14,24,208536.58,235138.9,84,1,0,1
MODEL-002379,2025,5,Medical Equipment,423450,6520,Time and Materials,HUBZone,Set-Aside,Small Business,HUBZone,1904327.79,2,Yes,6,40,101,1680264.24,1974959.76,97,1,0,1
MODEL-002380,2025,15,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,707425.83,6,No,3,38,44,0.0,705570.33,95,1,0,0
MODEL-002381,2022,14,Transportation,485991,V231,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,31571.63,3,No,3,63,30,0.0,29907.54,57,1,0,1
